,hostel,hostel_info,link
2107,Elbrus Home,"[>8.5, Awards:2, Nepal, Kathmandu, Free Breakfast, Free Parking, Free WiFi, Free Internet Access , Wheelchair Friendly, Common Room, Bicycle Parking, Book Exchange, Cable TV, Outdoor Terrace, Safe Deposit Box, Bicycle Hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Credit Cards Accepted, H_t10]",http://www.hostelworld.com/hosteldetails.php/Elbrus-Home/Kathmandu/20533
2108,Riga Old Town Hostel & Backpackers Pub,"[>8.5, Awards:0, Latvia, Riga, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Bicycle Parking, Breakfast Not Included, Air Conditioning, Hot Showers, Outdoor Terrace, Reading Light, Steam Room, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Bar, Foosball, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Riga-Old-Town-Hostel-and-Backpackers-Pub/Riga/10996
2109,Sant Jordi Hostel Rock Palace,"[>8.5, Awards:3, Spain, Barcelona, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Elevator, Breakfast Not Included, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Outdoor Swimming Pool, Hair Dryers, Safe Deposit Box, Steam Room, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, Tea & Coffee Making Facilities, DVD's, Credit Cards Accepted, Taxes Not Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/Sant-Jordi-Hostel-Rock-Palace/Barcelona/83500
2110,Rygerfjord Hostel,"[7-8.5, Awards:0, Sweden, Stockholm, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Meeting Rooms, Book Exchange, Hot Showers, Cable TV, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Safe Deposit Box, Card Phones, Steam Room, Internet Access, Bicycle Hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Late check-out, Reception (limited hours), Restaurant, Bar, Meals Available, Cafe, Credit Cards Accepted, No Curfew, Non Smoking, H_t1]",http://www.hostelworld.com/hosteldetails.php/Rygerfjord-Hostel/Stockholm/1191
2111,Equity Point Lisboa,"[>8.5, Awards:0, Portugal, Lisbon, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access, Free City Tour , Security Lockers, Key Card Access, Common Room, Bicycle Parking, BBQ, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Dryer, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers, Iron / Ironing Board, Microwave, Washing Machine, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Late check-out, Bar, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Wi-Fi, Credit Cards Accepted, No Curfew, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Equity-Point-Lisboa/Lisbon/43233
2112,Grampa's Hostel,"[>8.5, Awards:0, Poland, Wroclaw, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Hair Dryers For Hire, Parking, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Housekeeping, Tea & Coffee Making Facilities, PlayStation, DVD's, Board Games, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Grampa-s-Hostel/Wroclaw/63927
2113,Riverside Hostel Gdansk,"[7-8.5, Awards:0, Poland, Gdansk, Free Breakfast, Linen Included, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Common Room, Bicycle Parking, Meeting Rooms, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Reading Light, Hair Dryers For Hire, Hair Dryers, Steam Room, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, ATM, Postal Service, 24 Hour Security, Mini-Supermarket, Cafe, Tea & Coffee Making Facilities, PlayStation, DVD's, Board Games, Child Friendly, Credit Cards Accepted, Credit Cards Not Accepted, Non Smoking, Pet Friendly, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Riverside-Hostel-Gdansk/Gdansk/61972
2114,A Plus Hostel,"[7-8.5, Awards:0, Czech Republic, Prague, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Key Card Access, Common Room, Elevator, Bicycle Parking, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Hair Dryers For Hire, Hair Dryers, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Luggage Storage, 24 Hour Reception, Currency Exchange, Postal Service, Housekeeping, Restaurant, Bar, Mini-Supermarket, Wi-Fi, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/A-Plus-Hostel/Prague/11900
2115,Backpacker Mr.Sea,"[7-8.5, Awards:0, South Korea, Seoul, Free Breakfast, Linen Included, Towels Included, Free WiFi, Free Internet Access , Common Room, Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Parking, Hair Dryers, Washing Machine, Internet Access, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Vending Machines, Credit Cards Not Accepted, H_t8]",http://www.hostelworld.com/hosteldetails.php/Backpacker-Mr-Sea/Seoul/34906
2116,JV's Hostel,"[>8.5, Awards:0, Taiwan, Taipei, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Cable TV, Hair Dryers, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, Age Restriction, Credit Cards Not Accepted, No Curfew, Taxes Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/JV-s-Hostel/Taipei/30551
2117,Island Life Backpackers' Hostel,"[>8.5, Awards:0, Dominican Republic, Santo Domingo, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, BBQ, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Hot Tub, Cable TV, Outdoor Terrace, Reading Light, Outdoor Swimming Pool, Ceiling Fan, Safe Deposit Box, Card Phones, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Housekeeping, Late check-out, Reception (limited hours), Restaurant, Bar, Meals Available, Tea & Coffee Making Facilities, PlayStation, DVD's, Board Games, Games Room, Pool Table, Age Restriction, Credit Cards Not Accepted, No Curfew, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Island-Life-Backpackers-Hostel/Santo-Domingo/86408
2118,Puerto Limon Hostel,"[>8.5, Awards:0, Argentina, Buenos Aires, Free Breakfast, Linen Included, Free City Maps, Free Internet Access , Security Lockers, Common Room, BBQ, Hot Showers, Self-Catering Facilities, Steam Room, Airport Transfers, Luggage Storage, 24 Hour Reception, Shuttle Bus, 24 Hour Security, Bar, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Puerto-Limon-Hostel/Buenos-Aires/23859
2119,Alba,"[5-7, Awards:0, Argentina, Ushuaia, Free Breakfast, Towels Included, Free WiFi , Hair Dryers, Laundry Facilities, Board Games, Age Restriction, No Curfew, Non Smoking, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Alba/Ushuaia/898
2120,Golden Gobi,"[7-8.5, Awards:0, Mongolia, Ulaanbaatar, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Security Lockers, Common Room, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Utensils, Cable TV, Parking, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Tea & Coffee Making Facilities, Games Room, Credit Cards Not Accepted, No Curfew, Non Smoking, H_t1]",http://www.hostelworld.com/hosteldetails.php/Golden-Gobi/Ulaanbaatar/14709
2121,Rapunzel,"[>8.5, Awards:0, Turkey, Istanbul, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, BBQ, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Steam Room, Internet Access, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, ATM, Postal Service, 24 Hour Security, Cafe, Tea & Coffee Making Facilities, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Rapunzel/Istanbul/39462
2122,International Guesthouse Azure,"[5-7, Awards:0, Japan, Narita City, Linen Included, Free Parking, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Book Exchange, Hot Showers, Hair Dryers For Hire, Parking, Hair Dryers, Safe Deposit Box, Washing Machine, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Tours/Travel Desk, Bar, Vending Machines, Tea & Coffee Making Facilities, Credit Cards Accepted, Curfew, Non Smoking, H_t6]",http://www.hostelworld.com/hosteldetails.php/International-Guesthouse-Azure/Narita-City/10093
2123,Aquarius On The Beach,"[5-7, Awards:0, Fiji, Nadi, Free Breakfast, Linen Included, Free Parking, Towels Included, Free WiFi, Free Internet Access , Swimming Pool, Common Room, Air Conditioning, Book Exchange, Hot Showers, Outdoor Terrace, Parking, Outdoor Swimming Pool, Ceiling Fan, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Housekeeping, Internet caf̩, Restaurant, Bar, Meals Available, Mini-Supermarket, Cafe, Tea & Coffee Making Facilities, Board Games, Foosball, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/Aquarius-On-The-Beach/Nadi/11154
2124,Langholmens Vandrarhem STF/HI,"[>8.5, Awards:1, Sweden, Stockholm, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Swimming Pool, Key Card Access, Common Room, Elevator, Bicycle Parking, Breakfast Not Included, Meeting Rooms, Book Exchange, Hot Showers, Linen Not Included, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Hair Dryers, Safe Deposit Box, Card Phones, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Postal Service, Housekeeping, Restaurant, Bar, Meals Available, Vending Machines, Cafe, Tea & Coffee Making Facilities, Age Restriction, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Langholmens-Vandrarhem-STF-HI/Stockholm/10766
2125,Cafe Rio Hostel,"[>8.5, Awards:0, Brazil, Rio de Janeiro, Free Breakfast, Linen Included, Free Internet Access , Security Lockers, Bicycle Parking, Air Conditioning, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers, Steam Room, Internet Access, Airport Transfers, 24 Hour Reception, Cafe, Child Friendly, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Cafe-Rio-Hostel/Rio-de-Janeiro/47274
2126,Kawaguchi-ko Station Inn,"[>8.5, Awards:0, Japan, Mount Fuji, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Meeting Rooms, Adaptors, Hot Showers, Hot Tub, Cable TV, Hair Dryers For Hire, Parking, Hair Dryers, Washing Machine, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Fax Service, Postal Service, Housekeeping, Restaurant, Vending Machines, Mini-Supermarket, Cafe, Tea & Coffee Making Facilities, Games Room, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Kawaguchi-ko-Station-Inn/Mount-Fuji/11235
2127,El Hostal,"[>8.5, Awards:3, Guatemala, Antigua, Free Breakfast, Linen Included, Free City Maps, Towels Included, Free WiFi , Security Lockers, Bicycle Parking, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Jobs Board, Hair Dryers For Hire, Hair Dryers, Safe Deposit Box, Washing Machine, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Restaurant, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/El-Hostal/Antigua/20548
2128,Hostel Merlin,"[7-8.5, Awards:0, Czech Republic, Cesky Krumlov, Linen Included, Free Internet Access , Bicycle Parking, BBQ, Breakfast Not Included, Hot Showers, Self-Catering Facilities, Reading Light, Parking, Internet Access, Bicycle Hire, Luggage Storage, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Hostel-Merlin/Cesky-Krumlov/2444
2129,Hostel Vista Serena,"[7-8.5, Awards:0, Costa Rica, Manuel Antonio, Free Breakfast, Linen Included, Free Parking, Towels Included, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Common Room, Bicycle Parking, BBQ, Air Conditioning, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Parking, Safe Deposit Box, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Tea & Coffee Making Facilities, No Curfew, H_t1]",http://www.hostelworld.com/hosteldetails.php/Hostel-Vista-Serena/Manuel-Antonio/7793
2130,Dom Sancho I,"[>8.5, Awards:0, Portugal, Lisbon, Free WiFi, Free Internet Access , Wheelchair Friendly, Elevator, Breakfast Not Included, Air Conditioning, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Not Included]",http://www.hostelworld.com/hosteldetails.php/Dom-Sancho-I/Lisbon/295
2131,Hotel Copenhagen,"[7-8.5, Awards:0, Denmark, Copenhagen, Free City Maps , Elevator, Breakfast Not Included, Parking, Hair Dryers, Internet Access, Bicycle Hire, Luggage Storage, Fax Service, Currency Exchange, ATM, Bar, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Hotel-Copenhagen/Copenhagen/8320
2132,Sunflower City Backpacker,"[>8.5, Awards:0, Italy, Rimini, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Dryer, Cable TV, Outdoor Terrace, Jobs Board, Hair Dryers For Hire, Hair Dryers, Ceiling Fan, Iron / Ironing Board, Safe Deposit Box, Microwave, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Fax Service, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Housekeeping, Express check-in / out, Internet caf̩, Late check-out, Bar, Meals Available, Vending Machines, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Pool Table, Foosball, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking]",http://www.hostelworld.com/hosteldetails.php/Sunflower-City-Backpacker/Rimini/18466
2133,Hotel Nuevo Triunfo,"[7-8.5, Awards:0, Spain, Barcelona, Wheelchair Friendly, Elevator, Breakfast Not Included, Air Conditioning, Parking, Hair Dryers , 24 Hour Reception, Housekeeping, Credit Cards Accepted, No Curfew, Taxes Not Included]",http://www.hostelworld.com/hosteldetails.php/Hotel-Nuevo-Triunfo/Barcelona/1507
2134,Riad So Cheap So Chic,"[5-7, Awards:0, Morocco, Marrakech, Free WiFi, Free Internet Access , Wheelchair Friendly, Swimming Pool, Breakfast Not Included, Outdoor Terrace, Outdoor Swimming Pool, Towels Not Included, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, Currency Exchange, 24 Hour Security, Housekeeping, Restaurant, Meals Available, Caf̩, Child Friendly, Credit Cards Not Accepted, No Curfew, Taxes Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/Riad-So-Cheap-So-Chic/Marrakech/18649
2135,Iguazu Falls Hostel,"[7-8.5, Awards:0, Argentina, Puerto Iguazu, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Swimming Pool, Common Room, BBQ, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Cooker, Fridge/Freezer, Utensils, Cable TV, Reading Light, Outdoor Swimming Pool, Hair Dryers, Ceiling Fan, Safe Deposit Box, Microwave, Towels Not Included, Internet Access, Airport Transfers, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Shuttle Bus, Wi-Fi, Age Restriction, Credit Cards Not Accepted, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Iguazu-Falls-Hostel/Puerto-Iguazu/5907
2136,Khaosan Tokyo Original,"[7-8.5, Awards:3, Japan, Tokyo, Linen Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Air Conditioning, Hot Showers, Self-Catering Facilities, Cable TV, Reading Light, Hair Dryers For Hire, Hair Dryers, Washing Machine, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, Vending Machines, Tea & Coffee Making Facilities, DVD's, No Curfew, H_t7]",http://www.hostelworld.com/hosteldetails.php/Khaosan-Tokyo-Original/Tokyo/10077
2137,Guest House Bola-Bola,"[>8.5, Awards:0, Japan, Kyoto, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Air Conditioning, Self-Catering Facilities, Hair Dryers For Hire, Hair Dryers, Washing Machine, Steam Room, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, Tours/Travel Desk, No Curfew, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Guest-House-Bola-Bola/Kyoto/16159
2138,Pension Sofi,"[>8.5, Awards:0, Greece, Naxos, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Airport Transfer, Free Internet Access , Bicycle Parking, Air Conditioning, Book Exchange, Hot Showers, Cots Available, Cable TV, Parking, Hair Dryers, Ceiling Fan, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Tea & Coffee Making Facilities, Credit Cards Accepted, H_t7]",http://www.hostelworld.com/hosteldetails.php/Pension-Sofi/Naxos/6511
2139,YHA London Oxford Street,"[>8.5, Awards:4, England, London, Linen Included, Free City Maps, Free WiFi , Security Lockers, Key Card Access, Common Room, Breakfast Not Included, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Reading Light, Hair Dryers For Hire, Ceiling Fan, Card Phones, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Late check-out, Reception (limited hours), Bar, Meals Available, Board Games, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/YHA-London-Oxford-Street/London/6996
2140,Hostal Aguilar,"[>8.5, Awards:0, Spain, Madrid, Free City Maps, Towels Included, Free WiFi , Wheelchair Friendly, Security Lockers, Elevator, Bicycle Parking, Breakfast Not Included, Air Conditioning, Hot Showers, Cable TV, Hair Dryers, Safe Deposit Box, Internet Access, Luggage Storage, Fax Service, 24 Hour Reception, 24 Hour Security, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Hostal-Aguilar/Madrid/7826
2141,Most Hostel,"[7-8.5, Awards:1, Slovenia, Ljubljana, Linen Included, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Self-Catering Facilities, Reading Light, Hair Dryers For Hire, Parking, Steam Room, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Taxes Not Included]",http://www.hostelworld.com/hosteldetails.php/Most-Hostel/Ljubljana/13126
2142,Chase The Wild Goose Hostel,"[7-8.5, Awards:0, Scotland, Fort William, Free Breakfast, Linen Included, Free Parking, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Hot Showers, Self-Catering Facilities, Utensils, Cable TV, Hair Dryers For Hire, Parking, Hair Dryers, Microwave, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Express check-in / out, Reception (limited hours), Meals Available, DVD's, Board Games, Wi-Fi, Age Restriction, Credit Cards Accepted, Curfew, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Chase-The-Wild-Goose-Hostel/Fort-William/14280
2143,A-1 Pension Ross Prague,"[>8.5, Awards:0, Czech Republic, Prague, Free Breakfast, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Swimming Pool, Bicycle Parking, Self-Catering Facilities, Cable TV, Parking, Hair Dryers, Internet Access, Airport Transfers, Fax Service, 24 Hour Reception, Currency Exchange, 24 Hour Security, Housekeeping, Credit Cards Not Accepted, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/A-1-Pension-Ross-Prague/Prague/27104
2144,Hostel Vacanza,"[5-7, Awards:0, Italy, Rome, Free Breakfast, Linen Included, Free City Maps , Common Room, Elevator, Luggage Storage, Restaurant, Bar, , H_t6]",http://www.hostelworld.com/hosteldetails.php/Hostel-Vacanza/Rome/7649
2145,Hotel Airone,"[7-8.5, Awards:0, Italy, Venice, Breakfast Not Included, Air Conditioning, Hot Showers , Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Housekeeping, Credit Cards Accepted]",http://www.hostelworld.com/hosteldetails.php/Hotel-Airone/Venice/5755
2146,Hotel Arian,"[>8.5, Awards:0, Austria, Vienna, Free Breakfast, Free City Maps, Free Internet Access , Key Card Access, Elevator, Cable TV, Parking, Hair Dryers, Safe Deposit Box, Internet Access, Airport Transfers, Direct Dial Telephone, Tours/Travel Desk, 24 Hour Security, Housekeeping, Tea & Coffee Making Facilities, Minibar, Child Friendly, Credit Cards Accepted, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Hotel-Arian/Vienna/8272
2147,Hotel Flora Hannover,"[7-8.5, Awards:0, Germany, Hannover, Free Breakfast, Free Parking , Hot Showers, Safe Deposit Box, Internet Access, Credit Cards Accepted, No Curfew, H_t10]",http://www.hostelworld.com/hosteldetails.php/Hotel-Flora-Hannover/Hannover/9061
2148,Surfer's Haven Guesthouse,"[7-8.5, Awards:0, Bahamas, Gregory Town, Towels Included, Free WiFi, Free Internet Access , BBQ, Book Exchange, Cots Available, Self-Catering Facilities, Outdoor Terrace, Hair Dryers, Ceiling Fan, Internet Access, Bicycle Hire, Tea & Coffee Making Facilities, Board Games, Credit Cards Not Accepted, H_t1]",http://www.hostelworld.com/hosteldetails.php/Surfer-s-Haven-Guesthouse/Gregory-Town/14102
2149,HI Truro,"[>8.5, Awards:4, USA, Truro, Free Breakfast, Linen Included, Free Parking, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Hair Dryers, Steam Room, Internet Access, Luggage Storage, Tea & Coffee Making Facilities, Credit Cards Accepted, No Curfew, H_t1]",http://www.hostelworld.com/hosteldetails.php/HI-Truro/Truro/3503
2150,Lilliput Hostel,"[5-7, Awards:0, Italy, Rome, Free Breakfast, Linen Included, Free City Maps, Towels Included, Free WiFi , Security Lockers, Common Room, Elevator, Bicycle Parking, Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Cable TV, Hair Dryers For Hire, Hair Dryers, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, 24 Hour Security, Housekeeping, Cafe, Tea & Coffee Making Facilities, No Curfew, Taxes Not Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Lilliput-Hostel/Rome/5407
2151,Locanda La Pergola,"[7-8.5, Awards:0, Italy, La Spezia, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Breakfast Not Included, Cots Available, Outdoor Terrace, Parking, Internet Access, Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Locanda-La-Pergola/La-Spezia/8160
2152,Why Not? Tbilisi - Legend Hostel,"[7-8.5, Awards:0, Georgia, Tbilisi, Free Breakfast, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Reading Light, Hair Dryers, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Meals Available, Tea & Coffee Making Facilities, Board Games, No Curfew, H_t3]",http://www.hostelworld.com/hosteldetails.php/Why-Not-Tbilisi-Legend-Hostel/Tbilisi/50248
2153,Green House Hostel Tbilisi,"[>8.5, Awards:0, Georgia, Tbilisi, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Air Conditioning, Self-Catering Facilities, Cable TV, Outdoor Terrace, Parking, Hair Dryers, Washing Machine, Steam Room, Internet Access, Luggage Storage, 24 Hour Reception, Tea & Coffee Making Facilities, Credit Cards Accepted, Credit Cards Not Accepted, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Green-House-Hostel-Tbilisi/Tbilisi/70861
2154,Baan Klang Vieng Hostel,"[7-8.5, Awards:0, Thailand, Chiang Mai, Linen Included, Towels Included, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Hot Showers, Hair Dryers, Internet Access, Bicycle Hire, Luggage Storage, Fax Service, Tours/Travel Desk, Housekeeping, Restaurant, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking, H_t5]",http://www.hostelworld.com/hosteldetails.php/Baan-Klang-Vieng-Hostel/Chiang-Mai/30979
2155,Light House Hostel,"[>8.5, Awards:0, Scotland, Edinburgh, Free Breakfast, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Luggage Storage, Fax Service, Tours/Travel Desk, 24 Hour Security, Housekeeping, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Light-House-Hostel/Edinburgh/58575
